,Name,Financial Status,Paid at,Fulfillment Status,Fulfilled at,Accepts Marketing,Currency,Subtotal,Shipping,Taxes,Total,Discount Code,Discount Amount,Shipping Method,Created at,Lineitem quantity,Lineitem name,Lineitem price,Lineitem compare at price,Lineitem sku,Lineitem requires shipping,Lineitem taxable,Lineitem fulfillment status,Billing City,Billing Zip,Billing Province,Billing Country,Shipping City,Shipping Zip,Shipping Province,Shipping Country,Notes,Note Attributes,Cancelled at,Payment Method,Refunded Amount,Vendor,Outstanding Balance,Employee,Location,Device ID,Tags,Risk Level,Source,Lineitem discount,Tax 1 Name,Tax 1 Value,Tax 2 Name,Tax 2 Value,Tax 3 Name,Tax 3 Value,Tax 4 Name,Tax 4 Value,Tax 5 Name,Tax 5 Value,Receipt Number,Duties,Billing Province Name,Shipping Province Name,Payment Terms Name,Next Payment Due At,new_email,New Phone,Nombre modo privado,Calle modo privado,Direccion modo privado,Company_joined,Id
1267,#4550,paid,2025-07-06 21:31:56 +0200,fulfilled,2025-07-07 07:19:53 +0200,yes,EUR,43.5,3.99,8.24,47.49,,14.5,Estándar,2025-07-06 21:31:56 +0200,1,Kit Paseo Matcha Green - S / Clásica (1.80m),58.0,72.0,,True,True,fulfilled,ValÈncia,'46015,V,ES,ValÈncia,'46015,V,ES,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,14.5,ES IVA 21 %,8.24,,,,,,,,,,,Valencia,Valencia,,,email1268@gmail.com,+34633546394,Name_0111,Street_0111,Addr_0111,,ID_B385B14D26
1268,#4549,paid,2025-07-06 20:07:09 +0200,fulfilled,2025-07-07 07:19:54 +0200,yes,EUR,43.5,3.99,8.88,47.49,,14.5,Envio 24/72 horas,2025-07-06 20:07:08 +0200,1,Kit Paseo Navy Blue - L / Clásica (1.80m),58.0,72.0,,True,True,fulfilled,Linda a velha,2795-166,PT-11,PT,Linda a velha,2795-166,PT-11,PT,,,,easypay,0.0,RealDogs,0.0,,,,,Low,web,14.5,PT VAT 23 %,8.88,,,,,,,,,,,Distrito de Lisboa,Distrito de Lisboa,,,email1269@hotmail.com,084075918,Name_0981,Street_1002,Addr_0993,,ID_94094398BA
1269,#4548,paid,2025-07-06 18:55:22 +0200,fulfilled,2025-07-07 07:19:55 +0200,yes,EUR,43.5,3.99,8.24,47.49,,14.5,Estándar,2025-07-06 18:55:21 +0200,1,Kit Paseo Honey Yellow - M / Clásica (1.80m),58.0,72.0,,True,True,fulfilled,ValÈncia,'46015,V,ES,ValÈncia,'46015,V,ES,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,14.5,ES IVA 21 %,8.24,,,,,,,,,,,Valencia,Valencia,,,email1270@gmail.com,+34633546394,Name_0111,Street_0111,Addr_0111,,ID_8718D8DC0A
1270,#4547,paid,2025-07-06 16:02:26 +0200,fulfilled,2025-07-07 07:19:56 +0200,yes,EUR,45.0,3.99,8.5,48.99,,15.0,Estándar,2025-07-06 16:02:26 +0200,1,Kit Paseo Sunset Orange - S / Manos Libres (1.80m),60.0,72.0,,True,True,fulfilled,Barcelona,'08029,B,ES,Barcelona,'08029,B,ES,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,15.0,ES IVA 21 %,8.5,,,,,,,,,,,Barcelona,Barcelona,,,email1271@gmail.com,240 06 47 47,Name_0982,Street_1003,Addr_0994,,ID_75E8EC545D
1271,#4546,paid,2025-07-06 13:12:58 +0200,fulfilled,2025-07-07 07:19:57 +0200,no,EUR,96.75,0.0,16.78,96.75,FRIEND25,32.25,Estándar,2025-07-06 13:12:57 +0200,1,Correa Forest Green - Standard,27.0,,,True,True,fulfilled,Zaragoza,'50009,Z,ES,Zaragoza,'50009,Z,ES,,,,PayPal Express Checkout,0.0,RealDogs,0.0,,,,,Low,web,0.0,ES IVA 21 %,16.78,,,,,,,,,,,Zaragoza,Zaragoza,,,email1272@gmail.com,727825289,Name_0983,Street_1004,Addr_0995,,ID_A80DF71567
1272,#4546,,,,,,,,,,,,,,2025-07-06 13:12:57 +0200,1,Correa Chocolate Brown - Standard,27.0,,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,0.0,,,,,,,,,,,,,,,,,email1273@gmail.com,+95744642818,,,,,
1273,#4546,,,,,,,,,,,,,,2025-07-06 13:12:57 +0200,1,Arnés Comfort Baby Blue - S,37.5,,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,0.0,,,,,,,,,,,,,,,,,email1274@gmail.com,+34854204084,,,,,
1274,#4546,,,,,,,,,,,,,,2025-07-06 13:12:57 +0200,1,Arnés Comfort Forest Green - S,37.5,,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,0.0,,,,,,,,,,,,,,,,,email1275@gmail.com,+6326508528947,,,,,
1275,#4545,paid,2025-07-06 10:54:46 +0200,fulfilled,2025-07-07 07:17:25 +0200,yes,EUR,45.0,3.99,0.0,48.99,,15.0,Standard Shipping,2025-07-06 10:54:46 +0200,1,Kit Paseo Forest Green - L / Manos Libres (1.80m),60.0,72.0,,True,True,fulfilled,Montiglio Monferrato,'14026,AT,IT,Montiglio Monferrato,'14026,AT,IT,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,15.0,,,,,,,,,,,,,Asti,Asti,,,email1276@gmail.com,2811800708,Name_0984,Street_1005,Addr_0996,,ID_85D5C838B3
1276,#4544,paid,2025-07-06 00:17:45 +0200,fulfilled,2025-07-07 07:19:59 +0200,no,EUR,45.0,3.99,0.0,48.99,,15.0,Estándar,2025-07-06 00:17:44 +0200,1,Kit Paseo Navy Blue - S / Manos Libres (1.80m),60.0,72.0,,True,True,fulfilled,Tegueste,'38280,TF,ES,Tegueste,'38280,TF,ES,,,,MONEI Pay · Bizum,0.0,RealDogs,0.0,,,,,Low,web,15.0,,,,,,,,,,,,,Santa Cruz de Tenerife,Santa Cruz de Tenerife,,,,674007217,Name_0985,Street_1006,Addr_0997,,ID_C18F624CC4
1277,#4543,paid,2025-07-05 21:22:04 +0200,fulfilled,2025-07-07 07:20:00 +0200,yes,EUR,43.5,3.99,8.88,47.49,,14.5,Envio 24/72 horas,2025-07-05 21:21:37 +0200,1,Kit Paseo Light Grey - S / Clásica (1.80m),58.0,72.0,,True,True,fulfilled,Lisboa,2735-014,PT-11,PT,Lisboa,2735-014,PT-11,PT,,,,Shopify Payments + easypay,0.0,RealDogs,0.0,,,,,Low,web,14.5,PT VAT 23 %,8.88,,,,,,,,,,,Distrito de Lisboa,Distrito de Lisboa,,,email1278@gmail.com,496 542 304,Name_0986,Street_1007,Addr_0998,,ID_08E803774D
1278,#4542,paid,2025-07-05 17:40:24 +0200,fulfilled,2025-07-07 07:20:01 +0200,yes,EUR,96.76,0.0,18.1,96.76,,32.24,Envio 24/72 horas,2025-07-05 17:40:23 +0200,1,Correa Lavanda Lilac - Grande,27.0,,,True,True,fulfilled,Meixomil,4595-225,PT-13,PT,Meixomil,4595-225,PT-13,PT,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,6.75,PT VAT 23 %,18.1,,,,,,,,,,,Distrito de Oporto,Distrito de Oporto,,,email1279@gmail.com,+351314427833,Name_0987,Street_1008,Addr_0999,,ID_C9F240A0A7
1279,#4542,,,,,,,,,,,,,,2025-07-05 17:40:23 +0200,1,Correa Matcha Green - Grande,27.0,,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,6.75,,,,,,,,,,,,,,,,,email1280@gmail.com,+6671474885414,,,,,
1280,#4542,,,,,,,,,,,,,,2025-07-05 17:40:23 +0200,1,Arnés Comfort Lavanda Lilac - L,37.5,,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,9.37,,,,,,,,,,,,,,,,,email1281@gmail.com,+2778681167,,,,,
1281,#4542,,,,,,,,,,,,,,2025-07-05 17:40:23 +0200,1,Arnés Comfort Matcha Green - L,37.5,,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,9.37,,,,,,,,,,,,,,,,,email1282@gmail.com,+33937804584,,,,,
1282,#4541,paid,2025-07-05 15:44:10 +0200,fulfilled,2025-07-07 07:20:02 +0200,yes,EUR,45.0,3.99,8.5,48.99,,15.0,Estándar,2025-07-05 15:44:10 +0200,1,Kit Paseo Matcha Green - S / Manos Libres (1.80m),60.0,72.0,,True,True,fulfilled,Alcalá de Henares,'28806,M,ES,Alcalá de Henares,'28806,M,ES,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,15.0,ES IVA 21 %,8.5,,,,,,,,,,,Madrid,Madrid,,,email1283@gmail.com,706418540,Name_0988,Street_1009,Addr_1000,,ID_1C7CA37CA5
1283,#4540,paid,2025-07-05 11:14:09 +0200,fulfilled,2025-07-07 07:20:03 +0200,yes,EUR,59.6,3.99,10.16,63.59,,19.86,Standard Shipping,2025-07-05 11:14:08 +0200,1,Kit Paseo Navy Blue - M / Clásica (1.80m),79.46,98.64,,True,True,fulfilled,Werneuchen,'16356,,DE,Werneuchen,'16356,,DE,Becks,,,PayPal Express Checkout,0.0,RealDogs,0.0,,,,,Low,web,19.86,DE MwSt 19 %,10.16,,,,,,,,,,,,,,,email1284@gmail.com,249158708667,Name_0989,Street_1010,Addr_1001,,ID_6CF322EB38
1284,#4539,paid,2025-07-05 10:47:21 +0200,fulfilled,2025-07-13 08:47:16 +0200,yes,EUR,70.69,5.09,0.0,75.78,,23.56,Standard Shipping,2025-07-05 10:47:19 +0200,1,Kit Paseo Honey Yellow - L / Manos Libres (1.80m),94.25,112.93,,True,True,fulfilled,Kilauea,'96754,HI,US,Kilauea,'96754,HI,US,Happy,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,23.56,,,,,,,,,,,,,Hawái,Hawái,,,email1285@kilaueabakery.com,+18025212806,Name_0990,Street_1011,Addr_1002,,ID_0710002311
1285,#4538,paid,2025-07-05 08:43:05 +0200,fulfilled,2025-07-07 07:20:05 +0200,yes,EUR,130.5,0.0,22.65,130.5,,43.5,Estándar,2025-07-05 08:43:04 +0200,1,Kit paseo Lavanda Lilac - S / Clásica (1.80m),58.0,72.0,,True,True,fulfilled,Talavera De La reina,'45600,TO,ES,Talavera De La Reina,'45600,TO,ES,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,14.5,ES IVA 21 %,22.65,,,,,,,,,,,Toledo,Toledo,,,email1286@hotmail.com,96233802131,Name_0991,Street_1012,Addr_1003,,ID_6FA11056FF
1286,#4538,,,,,,,,,,,,,,2025-07-05 08:43:04 +0200,1,Kit Paseo Baby Blue - M / Clásica (1.80m),58.0,72.0,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,14.5,,,,,,,,,,,,,,,,,email1287@hotmail.com,+1412886939,,,,,
1287,#4538,,,,,,,,,,,,,,2025-07-05 08:43:04 +0200,1,Kit Paseo Light Grey - M / Clásica (1.80m),58.0,72.0,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,14.5,,,,,,,,,,,,,,,,,email1288@hotmail.com,+2730497730475,,,,,
1288,#4537,paid,2025-07-05 00:03:06 +0200,fulfilled,2025-07-07 07:20:06 +0200,no,EUR,45.0,3.99,9.16,48.99,,15.0,Envio 24/72 horas,2025-07-05 00:03:05 +0200,1,Kit Paseo Chocolate Brown - S / Manos Libres (1.80m),60.0,72.0,,True,True,fulfilled,Castelo Branco,6000-477,PT-05,PT,Castelo Branco,6000-477,PT-05,PT,,,,easypay,0.0,RealDogs,0.0,,,,,Low,web,15.0,PT VAT 23 %,9.16,,,,,,,,,,,Distrito de Castelo Branco,Distrito de Castelo Branco,,,email1289@hotmail.com,+351029601170,Name_0992,Street_1013,Addr_1004,,ID_614BBB3274
1289,#4536,paid,2025-07-04 20:04:24 +0200,fulfilled,2025-07-07 07:20:07 +0200,yes,EUR,59.6,3.99,11.89,63.59,,19.86,Standard Shipping,2025-07-04 20:04:24 +0200,1,Kit Paseo Pirate Black - S / Clásica (1.80m),79.46,98.64,,True,True,fulfilled,Co.Mayo,F23 XK02,MO,IE,Castlebar,F23 TH70,MO,IE,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,19.86,IE VAT 23 %,11.89,,,,,,,,,,,Condado de Mayo,Condado de Mayo,,,email1290@flannellyauctioneers.com,+353214480065,Name_0993,Street_1014,Addr_1005,Moneen,ID_AB71B5B782
1290,#4535,paid,2025-07-04 18:18:19 +0200,fulfilled,2025-07-07 07:20:08 +0200,yes,EUR,45.0,3.99,8.17,48.99,,15.0,Standard Shipping,2025-07-04 18:18:18 +0200,1,Kit Paseo Chocolate Brown - M / Manos Libres (1.80m),60.0,72.0,,True,True,fulfilled,Toulouse,'31000,,FR,Toulouse,'31000,,FR,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,15.0,FR TVA 20 %,8.17,,,,,,,,,,,,,,,email1291@sfr.fr,2527528397,Name_0994,Street_1015,Addr_1006,,ID_C4AD4D91B9
1291,#4534,paid,2025-07-04 16:41:32 +0200,fulfilled,2025-07-07 07:20:09 +0200,no,EUR,28.13,3.99,5.57,32.12,,9.37,Estándar,2025-07-04 16:41:32 +0200,1,Arnés Comfort Pale Pink - S,37.5,,,True,True,fulfilled,Las torres de cotillas,'30565,MU,ES,Las torres de cotillas,'30565,MU,ES,Olivia ,,,MONEI Pay · Bizum,0.0,RealDogs,0.0,,,,,Low,web,9.37,ES IVA 21 %,5.57,,,,,,,,,,,Murcia,Murcia,,,,+34607134075,Name_0995,Street_1016,Addr_1007,,ID_17B08A6FB5
1292,#4533,partially_refunded,2025-07-04 14:58:37 +0200,fulfilled,2025-07-07 07:20:10 +0200,yes,EUR,119.2,0.0,19.04,119.2,,39.72,Standard Shipping,2025-07-04 14:58:36 +0200,1,Kit Paseo Tiffany Blue - XS / Regular (1.8m),79.46,98.64,,True,True,fulfilled,Jüchen,'41363,,DE,Jüchen,'41363,,DE,Darky,,,PayPal Express Checkout,46.31,RealDogs,0.0,,,,,Low,web,19.86,DE MwSt 19 %,19.04,,,,,,,,,,,,,,,email1293@yahoo.com,+4912695747882,Name_0996,Street_1017,Addr_1008,,ID_CACCA86811
1293,#4533,,,,,,,,,,,,,,2025-07-04 14:58:36 +0200,1,Kit Paseo Baby Blue - XS / Clásica (1.80m),79.46,98.64,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,19.86,,,,,,,,,,,,,,,,,email1294@yahoo.com,+8141208099948,,,,,
1294,#4532,paid,2025-07-04 13:36:02 +0200,fulfilled,2025-07-04 13:37:50 +0200,yes,EUR,45.0,3.99,9.16,48.99,,15.0,Envio 24/72 horas,2025-07-04 13:36:02 +0200,1,Kit Paseo Matcha Green - S / Manos Libres (1.80m),60.0,72.0,,True,True,fulfilled,Parede,2775-242,PT-11,PT,Parede,2775-242,PT-11,PT,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,15.0,PT VAT 23 %,9.16,,,,,,,,,,,Distrito de Lisboa,Distrito de Lisboa,,,email1295@gmail.com,+351601668827,Name_0997,Street_1018,Addr_1009,,ID_7738B54A8E
1295,#4531,paid,2025-07-04 13:30:22 +0200,fulfilled,2025-07-04 13:37:48 +0200,yes,EUR,45.0,3.99,8.5,48.99,,15.0,Estándar,2025-07-04 13:30:21 +0200,1,Kit Paseo Honey Yellow - M / Manos Libres (1.80m),60.0,72.0,,True,True,fulfilled,Barakaldo,'48902,BI,ES,Barakaldo,'48902,BI,ES,Hades ,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,15.0,ES IVA 21 %,8.5,,,,,,,,,,,Vizcaya,Vizcaya,,,email1296@icloud.com,+34604492192,Name_0998,Street_1019,Addr_1010,,ID_63BF3B08ED
1296,#4530,paid,2025-07-04 13:24:53 +0200,fulfilled,2025-07-04 13:37:47 +0200,yes,EUR,28.13,3.99,5.57,32.12,,9.37,Estándar,2025-07-04 13:24:52 +0200,1,Arnés Comfort Honey Yellow - XS,37.5,,,True,True,fulfilled,Sant Just Desvern,'08960,B,ES,Sant Just Desvern,'08960,B,ES,LOLA,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,9.37,ES IVA 21 %,5.57,,,,,,,,,,,Barcelona,Barcelona,,,email1297@gmail.com,+34685647793,Name_0999,Street_1020,Addr_1011,,ID_2258A2F10C
1297,#4529,paid,2025-07-04 13:16:23 +0200,fulfilled,2025-07-04 13:37:46 +0200,yes,EUR,45.0,3.99,9.16,48.99,,15.0,Envio 24/72 horas,2025-07-04 13:16:22 +0200,1,Kit paseo Lavanda Lilac - XS / Manos Libres (1.80m),60.0,72.0,,True,True,fulfilled,Porto,4250-324,PT-13,PT,Porto,4250-324,PT-13,PT,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,15.0,PT VAT 23 %,9.16,,,,,,,,,,,Distrito de Oporto,Distrito de Oporto,,,email1298@gmail.com,230833401,Name_1000,Street_1021,Addr_1012,,ID_C00DB2DA94
1298,#4528,paid,2025-07-04 10:52:26 +0200,fulfilled,2025-07-04 13:37:45 +0200,yes,EUR,45.0,3.99,8.17,48.99,,15.0,Standard Shipping,2025-07-04 10:52:26 +0200,1,Kit Paseo Chocolate Brown - L / Manos Libres (1.80m),60.0,72.0,,True,True,fulfilled,Le Mans,'72100,,FR,Vire-Normandie,'14500,,FR,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,15.0,FR TVA 20 %,8.17,,,,,,,,,,,,,,,email1299@gmail.com,6396843839,Name_1001,Street_1022,Addr_1013,,ID_9C1684723F
1299,#4527,paid,2025-07-04 10:32:39 +0200,fulfilled,2025-07-04 13:37:44 +0200,yes,EUR,119.2,0.0,20.68,119.2,,39.72,Standard Shipping,2025-07-04 10:32:38 +0200,1,Kit Paseo Honey Yellow - M / Clásica (1.80m),79.46,98.64,,True,True,fulfilled,Värmdö,139 90,,SE,Bryssel,'1050,,BE,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,19.86,BE TVA 21 %,20.68,,,,,,,,,,,,,,,email1300@skynet.be,+32453990986,Name_1002,Street_1023,Addr_1014,,ID_3CA385097C
1300,#4527,,,,,,,,,,,,,,2025-07-04 10:32:38 +0200,1,Kit Paseo Baby Blue - L / Clásica (1.80m),79.46,98.64,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,19.86,,,,,,,,,,,,,,,,,email1301@skynet.be,+4192342471710,,,,,
1301,#4526,paid,2025-07-04 08:53:47 +0200,fulfilled,2025-07-04 13:37:43 +0200,yes,EUR,45.0,3.99,8.16,48.99,,15.0,Standard Shipping,2025-07-04 08:53:47 +0200,1,Kit Paseo Matcha Green - M / Manos Libres (1.80m),60.0,72.0,,True,True,fulfilled,Marseille,'13004,,FR,Marseille,'13004,,FR,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,15.0,FR TVA 20 %,8.16,,,,,,,,,,,,,,,email1302@gmail.com,+33695778624,Name_1003,Street_1024,Addr_1015,,ID_FE0D3184A3
1302,#4525,paid,2025-07-03 22:46:07 +0200,fulfilled,2025-07-04 13:36:49 +0200,yes,EUR,68.32,5.11,0.0,73.43,,22.77,Standard Shipping,2025-07-03 22:46:04 +0200,1,Kit Paseo Matcha Green - S / Clásica (1.80m),91.09,112.37,,True,True,fulfilled,Canoga Park,'91303,CA,US,Canoga Park,'91303,CA,US,Toby,,,Shopify Payments,0.0,RealDogs,0.01,,,,,Low,web,22.77,,,,,,,,,,,,,California,California,,,email1303@gmail.com,4223406325,Name_1004,Street_1025,Addr_1016,,ID_B295D1A956
1303,#4524,paid,2025-07-03 21:34:40 +0200,fulfilled,2025-07-04 13:36:16 +0200,yes,EUR,62.25,0.0,0.0,62.25,,20.75,Standard Shipping,2025-07-03 21:34:39 +0200,1,Kit Paseo Honey Yellow - S / Clásica (1.80m),58.0,72.0,,True,True,fulfilled,Vercelli,'13100,VC,IT,Vercelli,'13100,VC,IT,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,14.5,,,,,,,,,,,,,Vercelli,Vercelli,,,email1304@gmail.com,+393801731349,Name_1005,Street_1026,Addr_1017,,ID_48396A5C44
1304,#4524,,,,,,,,,,,,,,2025-07-03 21:34:39 +0200,1,Collar Honey Yellow - S,25.0,,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,6.25,,,,,,,,,,,,,,,,,email1305@gmail.com,+46791313856,,,,,
1305,#4523,paid,2025-07-03 21:26:53 +0200,fulfilled,2025-07-04 13:35:38 +0200,yes,EUR,45.0,3.99,0.0,48.99,,15.0,Standard Shipping,2025-07-03 21:26:52 +0200,1,Kit Paseo Baby Blue - L / Manos Libres (1.80m),60.0,72.0,,True,True,fulfilled,Castel Goffredo,'46042,MN,IT,Castel Goffredo,'46042,MN,IT,,,,PayPal Express Checkout,0.0,RealDogs,0.0,,,,,Low,web,15.0,,,,,,,,,,,,,Mantua,Mantua,,,email1306@gmail.com,0572412598,Name_1006,Street_1027,Addr_1018,,ID_937E97F8F8
1306,#4522,paid,2025-07-03 20:57:40 +0200,fulfilled,2025-07-04 13:37:42 +0200,yes,EUR,59.6,3.99,11.03,63.59,,19.86,Standard Shipping,2025-07-03 20:57:32 +0200,1,Kit Paseo Honey Yellow - M / Clásica (1.80m),79.46,98.64,,True,True,fulfilled,Laakdal,'2430,,BE,Laakdal,'2430,,BE,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,19.86,BE TVA 21 %,11.03,,,,,,,,,,,,,,,email1307@gmail.com,9247741633,Name_0895,Street_1028,Addr_1019,,ID_FE97CCE017
1307,#4521,paid,2025-07-03 20:04:29 +0200,fulfilled,2025-07-04 13:37:41 +0200,yes,EUR,59.6,3.99,10.16,63.59,,19.86,Standard Shipping,2025-07-03 20:04:28 +0200,1,Kit Paseo Forest Green - XS / Regular (1.80m),79.46,98.64,,True,True,fulfilled,Soltau,'29614,,DE,Soltau,'29614,,DE,Luise,,,PayPal Express Checkout,0.0,RealDogs,0.0,,,,,Low,web,19.86,DE MwSt 19 %,10.16,,,,,,,,,,,,,,,email1308@gmx.de,659013584557,Name_1007,Street_1029,Addr_1020,,ID_2226A89CC4
1308,#4520,paid,2025-07-03 17:48:37 +0200,fulfilled,2025-07-04 13:37:40 +0200,yes,EUR,43.5,3.99,7.92,47.49,,14.5,Standard Shipping,2025-07-03 17:48:37 +0200,1,Kit Paseo Honey Yellow - XS / Clásica (1.80m),58.0,72.0,,True,True,fulfilled,L’ile-Rousse,'20220,,FR,L’ile-Rousse,'20220,,FR,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,14.5,FR TVA 0 %,0.0,FR TVA 20 %,7.92,,,,,,,,,,,,,email1309@gmail.com,4087209156,Name_1008,Street_1030,Addr_1021,,ID_9D431AB014
1309,#4519,paid,2025-07-03 17:05:54 +0200,fulfilled,2025-07-04 13:37:38 +0200,yes,EUR,43.5,3.99,8.24,47.49,,14.5,Estándar,2025-07-03 17:05:54 +0200,1,Kit paseo Lavanda Lilac - L / Clásica (1.80m),58.0,72.0,,True,True,fulfilled,Burgos,'09004,BU,ES,Burgos,'09004,BU,ES,Turca,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,14.5,ES IVA 21 %,8.24,,,,,,,,,,,Burgos,Burgos,,,email1310@gmail.com,218643668,Name_1009,Street_1031,Addr_1022,,ID_9BF7B7B5D2
1310,#4518,paid,2025-07-03 16:55:42 +0200,fulfilled,2025-07-04 13:37:37 +0200,yes,EUR,43.5,3.99,8.24,47.49,,14.5,Estándar,2025-07-03 16:55:42 +0200,1,Kit Paseo Light Grey - S / Clásica (1.80m),58.0,72.0,,True,True,fulfilled,Valladolid,'47009,VA,ES,Valladolid,'47009,VA,ES,JULITO,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,14.5,ES IVA 21 %,8.24,,,,,,,,,,,Valladolid,Valladolid,,,email1311@gmail.com,+34623369165,Name_1010,Street_1032,Addr_1023,,ID_B3DCB473C4
1311,#4517,paid,2025-07-03 16:42:39 +0200,fulfilled,2025-07-04 13:35:02 +0200,yes,EUR,26.25,3.99,0.0,30.24,,8.75,Standard Shipping,2025-07-03 16:42:38 +0200,1,Poop Bag Light Grey,8.0,,,True,True,fulfilled,Roma,'00165,RM,IT,Roma,'00165,RM,IT,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,2.0,,,,,,,,,,,,,Roma,Roma,,,email1312@gmail.com,7882323544,Name_1011,Street_1033,Addr_1024,,ID_8274D7FC25
1312,#4517,,,,,,,,,,,,,,2025-07-03 16:42:38 +0200,1,Correa Light Grey - Standard,27.0,,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,6.75,,,,,,,,,,,,,,,,,email1313@gmail.com,+9254602366,,,,,
1313,#4516,paid,2025-07-03 12:57:53 +0200,fulfilled,2025-07-04 13:37:36 +0200,yes,EUR,133.5,0.0,24.95,133.5,,44.5,Envio 24/72 horas,2025-07-03 12:57:52 +0200,1,Kit Paseo Honey Yellow - S / Clásica (1.80m),58.0,72.0,,True,True,fulfilled,Cascais,2750-081,PT-11,PT,Lisboa,1400-043,PT-11,PT,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,14.5,PT VAT 23 %,24.95,,,,,,,,,,,Distrito de Lisboa,Distrito de Lisboa,,,email1314@gmail.com,+351749528220,Name_1012,Street_1034,Addr_1025,,ID_555475F51E
1314,#4516,,,,,,,,,,,,,,2025-07-03 12:57:52 +0200,1,Kit Paseo Forest Green - M / Manos Libres (1.80m),60.0,72.0,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,15.0,,,,,,,,,,,,,,,,,email1315@gmail.com,+617066313622,,,,,
1315,#4516,,,,,,,,,,,,,,2025-07-03 12:57:52 +0200,1,Kit Paseo Forest Green - L / Manos Libres (1.80m),60.0,72.0,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,15.0,,,,,,,,,,,,,,,,,email1316@gmail.com,+9199321660,,,,,
1316,#4515,paid,2025-07-03 11:38:45 +0200,fulfilled,2025-07-04 13:34:30 +0200,yes,EUR,45.0,3.99,0.0,48.99,,15.0,Standard Shipping,2025-07-03 11:38:45 +0200,1,Kit paseo Lavanda Lilac - M / Manos Libres (1.80m),60.0,72.0,,True,True,fulfilled,Alessandria,'15121,AL,IT,Alessandria,'15122,AL,IT,,,,PayPal Express Checkout,0.0,RealDogs,0.0,,,,,Low,web,15.0,,,,,,,,,,,,,Alessandria,Alessandria,,,email1317@gmail.com,6498573070,Name_1013,Street_1035,Addr_1026,,ID_B84F321562
1317,#4514,partially_refunded,2025-07-03 07:49:52 +0200,fulfilled,2025-07-04 13:37:33 +0200,yes,EUR,59.6,3.99,10.16,63.59,,19.86,Standard Shipping,2025-07-03 07:49:51 +0200,1,Kit Paseo Baby Blue - M / Clásica (1.80m),79.46,98.64,,True,True,fulfilled,Schrobenhausen,'86529,,DE,Schrobenhausen,'86529,,DE,Millie,,,Shopify Payments,46.31,RealDogs,0.0,,,,,Low,web,19.86,DE MwSt 19 %,10.16,,,,,,,,,,,,,,,email1318@googlemail.com,+85284664956,Name_1014,Street_1036,Addr_1027,,ID_8DCC68E983
